Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
582,1718662433.0,2024-07-21 13:52:00,2024-06-17 22:13:52.649741+00:00,194,36.15787079,5.365360176,64.38432211,0,0.515463918,0.515463918,GEN,23,10,"Now Ephron was sitting in the middle of the children of Heth. Ephron the Hittite answered Abraham in the hearing of the children of Heth, even of all who went in at the gate of his city, saying,",582,1,97.36842105,1.030927835,v2,,mac,qwerty,yes,,,,1076,56.931089743589745,58.905124609000005,51.3862343048,,2.6583023125000005,4.061294527679999,,5.316604624800002,8.59027688929,,2024.0,7.0,2024-07-21,13.0,52.0,6.0,4.0,2.0,1,2024-07-21 13:52:36.157870790,2024.0,7.0,2024-07-21,13.0,52.0,4.0,6.0,2.0,54.634,213,1
583,1718662469.0,2024-07-21 14:28:00,2024-06-17 22:14:28.835096+00:00,163,33.33221671,4.890163814,58.68196577,0,7.36196319,7.36196319,GEN,23,11,"""No, my lord, hear me. I give you the field, and I give you the cave that is in it. In the presence of the children of my people I give it to you. Bury your dead.""",583,1,91.89189189,14.72392638,v2,,mac,qwerty,yes,,,,1602,35.857371794871796,59.44180660300001,51.409705238099995,,2.5194986315000003,4.13491415958,,5.038997262800001,8.737516153089999,,2024.0,7.0,2024-07-21,14.0,28.0,3.0,2.0,1.0,1,2024-07-21 14:28:33.332216710,2024.0,7.0,2024-07-21,14.0,28.0,2.0,3.0,1.0,54.641,214,1
584,1718662502.0,2024-07-21 15:02:00,2024-06-17 22:15:02.186390+00:00,57,11.64229929,4.895940103,58.75128124,0,5.263157895,5.263157895,GEN,23,12,Abraham bowed himself down before the people of the land.,584,1,90.0,10.52631579,v2,,mac,qwerty,yes,,,,1595,36.13782051282051,59.840422042,51.470596435199994,,2.6458144210000003,4.108598370109999,,5.2916288418000015,8.684884574189999,,2024.0,7.0,2024-07-21,15.0,2.0,1.0,1.0,1.0,1,2024-07-21 15:02:11.642299290,2024.0,7.0,2024-07-21,15.0,2.0,1.0,1.0,1.0,54.648,215,1
585,1718662514.0,2024-07-21 15:13:00,2024-06-17 22:15:13.842910+00:00,188,33.64093521,5.588429657,67.06115588,0,1.063829787,1.063829787,GEN,23,13,"He spoke to Ephron in the audience of the people of the land, saying, ""But if you will, please hear me. I will give the price of the field. Take it from me, and I will bury my dead there.""",585,1,100.0,2.127659574,v2,,mac,qwerty,yes,,,,832,66.70673076923077,60.888333435999996,51.6221274474,,2.7521973997000004,4.09514028244,,5.504394799200002,8.65796839885,,2024.0,7.0,2024-07-21,15.0,13.0,2.0,1.0,1.0,1,2024-07-21 15:13:33.640935210,2024.0,7.0,2024-07-21,15.0,13.0,1.0,2.0,1.0,54.669,216,1
586,1718662548.0,2024-07-21 15:47:00,2024-06-17 22:15:47.512634+00:00,39,7.393975208,5.274564615,63.29477539,1,0.0,0.0,GEN,23,14,"Ephron answered Abraham, saying to him,",586,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1170,53.16506410256411,62.002487192000004,51.7111366563,,1.9720555557000004,4.05347361577,,3.9441111112000016,8.57463506552,,2024.0,7.0,2024-07-21,15.0,47.0,5.0,4.0,2.0,1,2024-07-21 15:47:07.393975208,2024.0,7.0,2024-07-21,15.0,47.0,4.0,5.0,2.0,54.684,217,1
587,1718662555.0,2024-07-21 15:54:00,2024-06-17 22:15:54.919668+00:00,131,26.54622042,4.934789132,59.21746958,1,0.0,0.0,GEN,23,15,"""My lord, listen to me. What is a piece of land worth four hundred shekels of silver between me and you? Therefore bury your dead.""",587,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1558,37.62019230769231,61.94254165599999,51.8087666567,,1.9720555557000004,4.00498876729,,3.9441111112000016,8.47766536855,,2024.0,7.0,2024-07-21,15.0,54.0,6.0,4.0,2.0,1,2024-07-21 15:54:26.546220420,2024.0,7.0,2024-07-21,15.0,54.0,4.0,6.0,2.0,54.692,218,1
588,1718662581.0,2024-07-21 16:21:00,2024-06-17 22:16:21.491122+00:00,201,45.85282113,4.383590694,52.60308833,0,13.43283582,12.93532338,GEN,23,16,"Abraham listened to Ephron. Abraham weighed to Ephron the silver which he had named in the hearing of the children of Heth, four hundred shekels of silver, according to the current merchants' standard.",588,1,84.84848485,26.86567164,v2,,mac,qwerty,yes,,,,2008,19.591346153846153,61.898320752,51.8709135651,,3.1357177638000002,4.07223019985,,6.370938015500002,8.62209848245,,2024.0,7.0,2024-07-21,16.0,21.0,3.0,2.0,1.0,1,2024-07-21 16:21:45.852821130,2024.0,7.0,2024-07-21,16.0,21.0,2.0,3.0,1.0,54.688,219,1
589,1718662627.0,2024-07-21 17:07:00,2024-06-17 22:17:07.367698+00:00,195,38.40144638,5.077933734,60.93520481,0,7.692307692,7.179487179,GEN,23,17,"So the field of Ephron, which was in Machpelah, which was before Mamre, the field, the cave which was in it, and all the trees that were in the field, that were in all of its borders, were deeded",589,1,92.30769231,15.38461538,v2,,mac,qwerty,yes,,,,1414,43.38942307692308,60.947113864,52.0658257851,,3.8536664817000004,4.033730954039999,,7.909399553500002,8.481826989149999,,2024.0,7.0,2024-07-21,17.0,7.0,1.0,1.0,1.0,1,2024-07-21 17:07:38.401446380,2024.0,7.0,2024-07-21,17.0,7.0,1.0,1.0,1.0,54.699,220,1
590,1718662666.0,2024-07-21 17:45:00,2024-06-17 22:17:45.792293+00:00,116,33.08018029,3.506631432,42.07957719,0,31.89655172,31.03448276,GEN,23,18,"to Abraham for a possession in the presence of the children of Heth, before all who went in at the gate of his city.",590,1,87.5,63.79310345,v2,,mac,qwerty,yes,,,,2375,4.887820512820513,58.982035793,51.905479066199995,,6.8162696873,4.34407578164,,14.007019757699998,9.11975802365,,2024.0,7.0,2024-07-21,17.0,45.0,5.0,4.0,2.0,1,2024-07-21 17:45:33.080180290,2024.0,7.0,2024-07-21,17.0,45.0,4.0,5.0,2.0,54.678,221,1
591,1718662699.0,2024-07-21 18:19:00,2024-06-17 22:18:19.058963+00:00,134,26.13891542,5.126456009,61.5174721,1,0.0,0.0,GEN,23,19,"After this, Abraham buried Sarah his wife in the cave of the field of Machpelah before Mamre (that is, Hebron), in the land of Canaan.",591,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1361,45.51282051282051,58.852631239999994,51.9712515655,,6.535370810900001,4.27122809952,,13.4452220049,8.97406265945,,2024.0,7.0,2024-07-21,18.0,19.0,2.0,2.0,1.0,1,2024-07-21 18:19:26.138915420,2024.0,7.0,2024-07-21,18.0,19.0,2.0,2.0,1.0,54.689,222,1
592,1718662725.0,2024-07-21 18:45:00,2024-06-17 22:18:45.213037+00:00,121,21.83597129,5.541315217,66.49578261,1,0.0,0.0,GEN,23,20,"The field, and the cave that is in it, were deeded to Abraham by the children of Heth as a possession for a burial place.",592,1,100.0,0.0,v2,,mac,qwerty,yes,,,,882,64.70352564102564,59.06377729,52.15043229729999,,6.4838244191,4.20226258228,,13.3421292214,8.82751093535,,2024.0,7.0,2024-07-21,18.0,45.0,5.0,4.0,2.0,1,2024-07-21 18:45:21.835971290,2024.0,7.0,2024-07-21,18.0,45.0,4.0,5.0,2.0,54.709,223,1
593,1718662747.0,2024-07-21 19:07:00,2024-06-17 22:19:07.062875+00:00,84,17.20094954,4.883451335,58.60141602,0,4.761904762,4.761904762,GEN,24,1,"Abraham was old, and well advanced in age. Yahweh had blessed Abraham in all things.",593,1,86.66666667,9.523809524,v2,,mac,qwerty,yes,,,,1608,35.61698717948718,59.05572231499999,52.1935925056,,6.2238185763,4.16416734419,,12.8221175358,8.75132045919,,2024.0,7.0,2024-07-21,19.0,7.0,1.0,1.0,1.0,1,2024-07-21 19:07:17.200949540,2024.0,7.0,2024-07-21,19.0,7.0,1.0,1.0,1.0,54.716,224,1
594,1718662764.0,2024-07-21 19:24:00,2024-06-17 22:19:24.276508+00:00,122,25.08307588,4.863837298,58.36604758,0,5.737704918,5.737704918,GEN,24,2,"Abraham said to his servant, the elder of his house, who ruled over all that he had, ""Please put your hand under my thigh.",594,1,91.66666667,11.47540984,v2,,mac,qwerty,yes,,,,1621,35.09615384615385,59.017198949,52.1720247479,,6.271273278600001,4.221544393369999,,12.917026940800003,8.86607455759,,2024.0,7.0,2024-07-21,19.0,24.0,3.0,2.0,1.0,1,2024-07-21 19:24:25.083075880,2024.0,7.0,2024-07-21,19.0,24.0,2.0,3.0,1.0,54.722,225,1
595,1718662789.0,2024-07-21 19:49:00,2024-06-17 22:19:49.380721+00:00,173,34.63388213,4.995108529,59.94130235,0,2.312138728,2.312138728,GEN,24,3,"I will make you swear by Yahweh, the God of heaven and the God of the earth, that you shall not take a wife for my son of the daughters of the Canaanites, among whom I live.",595,1,100.0,4.624277457,v2,,mac,qwerty,yes,,,,1500,39.943910256410255,58.305213596,52.3284751372,,6.396104172700001,4.21169874768,,13.166688729099999,8.82440524425,,2024.0,7.0,2024-07-21,19.0,49.0,5.0,4.0,2.0,1,2024-07-21 19:49:34.633882130,2024.0,7.0,2024-07-21,19.0,49.0,4.0,5.0,2.0,54.731,226,1
596,1718662824.0,2024-07-21 20:24:00,2024-06-17 22:20:24.030277+00:00,87,17.71063754,4.912301988,58.94762385,0,2.298850575,2.298850575,GEN,24,4,"But you shall go to my country, and to my relatives, and take a wife for my son Isaac.""",596,1,94.73684211,4.597701149,v2,,mac,qwerty,yes,,,,1577,36.858974358974365,57.870498442,52.345472738400005,,6.625989230200001,4.1815899083,,13.626458844000002,8.76418756544,,2024.0,7.0,2024-07-21,20.0,24.0,3.0,2.0,1.0,1,2024-07-21 20:24:17.710637540,2024.0,7.0,2024-07-21,20.0,24.0,2.0,3.0,1.0,54.738,227,1
597,1718662842.0,2024-07-21 20:41:00,2024-06-17 22:20:41.765287+00:00,140,26.75554425,5.232560351,62.79072421,0,1.428571429,1.428571429,GEN,24,5,"The servant said to him, ""What if the woman isn't willing to follow me to this land? Must I bring your son again to the land you came from?""",597,1,100.0,2.857142857,v2,,mac,qwerty,yes,,,,1224,51.00160256410257,58.227823905,52.4518943927,,6.7688463731,4.17206609878,,13.9121731297,8.74513994639,,2024.0,7.0,2024-07-21,20.0,41.0,5.0,3.0,2.0,1,2024-07-21 20:41:26.755544250,2024.0,7.0,2024-07-21,20.0,41.0,3.0,5.0,2.0,54.751,228,1
598,1718662869.0,2024-07-21 21:08:00,2024-06-17 22:21:08.564767+00:00,69,12.33674904,5.593045604,67.11654725,1,0.0,0.0,GEN,24,6,"Abraham said to him, ""Beware that you don't bring my son there again.",598,1,100.0,0.0,v2,,mac,qwerty,yes,,,,825,66.98717948717949,59.67916979700001,52.619197017299996,,5.4753140351,4.14206609878,,11.225605965700002,8.68513994639,,2024.0,7.0,2024-07-21,21.0,8.0,1.0,1.0,1.0,1,2024-07-21 21:08:12.336749040,2024.0,7.0,2024-07-21,21.0,8.0,1.0,1.0,1.0,54.772,229,1
599,1718662881.0,2024-07-21 21:20:00,2024-06-17 22:21:20.924635+00:00,265,52.87905904,5.011435619,60.13722743,0,4.905660377,4.528301887,GEN,24,7,"Yahweh, the God of heaven--who took me from my father's house, and from the land of my birth, who spoke to me, and who swore to me, saying, 'I will give this land to your offspring--he will send his angel before you, and you shall take a wife for my son from there.",599,1,96.36363636,9.811320755,v2,,mac,qwerty,yes,,,,1481,40.705128205128204,59.599372059,52.7005636701,,5.2101955059,4.1751539957,,10.668276503200001,8.75886291004,,2024.0,7.0,2024-07-21,21.0,20.0,3.0,2.0,1.0,1,2024-07-21 21:20:52.879059040,2024.0,7.0,2024-07-21,21.0,20.0,2.0,3.0,1.0,54.781,230,1
600,1718662934.0,2024-07-21 22:13:00,2024-06-17 22:22:13.831423+00:00,133,22.44250654,5.92625426,71.11505112,0,1.503759398,1.503759398,GEN,24,8,"If the woman isn't willing to follow you, then you shall be clear from this oath to me. Only you shall not bring my son there again.""",600,1,92.59259259,3.007518797,v2,,mac,qwerty,yes,,,,490,80.40865384615384,62.50291945199999,53.0637175766,,2.2571231697000007,4.1682135677000005,,4.589718037900001,8.72300403208,,2024.0,7.0,2024-07-21,22.0,13.0,2.0,1.0,1.0,1,2024-07-21 22:13:22.442506540,2024.0,7.0,2024-07-21,22.0,13.0,1.0,2.0,1.0,54.808,231,1
601,1718662956.0,2024-07-21 22:36:00,2024-06-17 22:22:36.479775+00:00,104,17.75627192,5.857085343,70.28502412,1,0.0,0.0,GEN,24,9,"The servant put his hand under the thigh of Abraham his master, and swore to him concerning this matter.",601,1,100.0,0.0,v2,,mac,qwerty,yes,,,,552,77.92467948717949,63.379674654,53.3264647677,,2.2571231697000007,4.1379105374,,4.589718037900001,8.66239797147,,2024.0,7.0,2024-07-21,22.0,36.0,4.0,3.0,2.0,1,2024-07-21 22:36:17.756271920,2024.0,7.0,2024-07-21,22.0,36.0,3.0,4.0,2.0,54.834,232,1
602,1718662974.0,2024-07-21 22:54:00,2024-06-17 22:22:54.248822+00:00,173,42.23076704,4.096539374,49.15847249,0,10.98265896,9.826589595,GEN,24,10,"The servant took ten of his master's camels, and departed, having a variety of good things of his master's with him. He arose, and went to Mesopotamia, to the city of Nahor.",602,1,84.375,21.96531792,v2,,mac,qwerty,yes,,,,2161,13.461538461538462,61.645943642,53.283246251499996,,3.2397821292000004,4.23091327546,,6.786249829900001,8.871524834879999,,2024.0,7.0,2024-07-21,22.0,54.0,6.0,4.0,2.0,1,2024-07-21 22:54:42.230767040,2024.0,7.0,2024-07-21,22.0,54.0,4.0,6.0,2.0,54.824,233,1
603,1718663017.0,2024-07-21 23:36:00,2024-06-17 22:23:36.508094+00:00,133,29.17913754,4.558051101,54.69661321,0,8.270676692,6.766917293,GEN,24,11,"He made the camels kneel down outside the city by the well of water at the time of evening, the time that women go out to draw water.",603,1,89.28571429,16.54135338,v2,,mac,qwerty,yes,,,,1873,25.0,61.255463361,53.371358192299994,,3.4402833823,4.22045744839,,7.488004215500001,8.87027170198,,2024.0,7.0,2024-07-21,23.0,36.0,4.0,3.0,2.0,1,2024-07-21 23:36:29.179137540,2024.0,7.0,2024-07-21,23.0,36.0,3.0,4.0,2.0,54.824,234,1
604,1718663046.0,,2024-06-17 22:24:05.709673+00:00,117,25.95223458,4.508282307,54.09938768,0,3.418803419,3.418803419,GEN,24,12,"He said, ""Yahweh, the God of my master Abraham, please give me success today, and show kindness to my master Abraham.",604,1,100.0,6.837606838,v2,,mac,qwerty,yes,,,,1909,23.557692307692307,60.82879737099999,53.3889442977,,3.2083932324,4.19357678029,,7.024223915300001,8.816510365760001,,,,,,,,,,1,,,,,,,,,,54.823,234,2
605,1718663072.0,,2024-06-17 22:24:31.681621+00:00,112,17.92201333,6.249297884,74.9915746,1,0.0,0.0,GEN,24,13,"Behold, I am standing by the spring of water. The daughters of the men of the city are coming out to draw water.",605,1,100.0,0.0,v2,,mac,qwerty,yes,,,,264,89.46314102564102,62.333824596,53.5954754572,,2.9771793596,4.18440246836,,6.561796169600001,8.79816174191,,,,,,,,,,1,,,,,,,,,,54.856,234,3
606,1718663090.0,,2024-06-17 22:24:49.617889+00:00,297,59.09439579,5.025857292,60.3102875,1,0.0,0.0,GEN,24,14,"Let it happen, that the young lady to whom I will say, 'Please let down your pitcher, that I may drink,' then she says, 'Drink, and I will also give your camels a drink,'--let her be the one you have appointed for your servant Isaac. By this I will know that you have shown kindness to my master.""",606,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1471,41.105769230769226,62.470090961000004,53.7481879174,,2.7472943021000003,4.1454414294,,6.102026054700002,8.72023966399,,,,,,,,,,1,,,,,,,,,,54.865,234,4
607,1718663149.0,,2024-06-17 22:25:48.735370+00:00,173,34.68836363,4.987263218,59.84715862,0,1.156069364,1.156069364,GEN,24,15,"Before he had finished speaking, behold, Rebekah came out, who was born to Bethuel the son of Milcah, the wife of Nahor, Abraham's brother, with her pitcher on her shoulder.",607,1,100.0,2.312138728,v2,,mac,qwerty,yes,,,,1512,39.46314102564102,62.175734402,53.87788132680001,,2.7200440956,4.10615466541,,6.047525641800002,8.62471698347,,,,,,,,,,1,,,,,,,,,,54.873,234,5
608,1718663183.0,,2024-06-17 22:26:23.439233+00:00,139,27.566724,5.042311157,60.50773389,0,2.877697842,2.877697842,GEN,24,16,"The young lady was very beautiful to look at, a virgin. No man had known her. She went down to the spring, filled her pitcher, and came up.",608,1,92.85714286,5.755395683,v2,,mac,qwerty,yes,,,,1450,41.94711538461539,61.514853066,54.0573172356,,3.0078138798,4.09291483711,,6.623065210100002,8.581430604200001,,,,,,,,,,1,,,,,,,,,,54.883,234,6
609,1718663211.0,,2024-06-17 22:26:51.022920+00:00,98,20.493304,4.782049786,57.38459743,0,6.12244898,6.12244898,GEN,24,17,"The servant ran to meet her, and said, ""Please give me a drink, a little water from your pitcher.""",609,1,94.73684211,12.24489796,v2,,mac,qwerty,yes,,,,1706,31.690705128205128,61.239590066000005,54.2135060086,,3.1672285891,4.11965656829,,6.866422930600001,8.63491406656,,,,,,,,,,1,,,,,,,,,,54.887,234,7
610,1718663232.0,,2024-06-17 22:27:11.532094+00:00,100,19.10258613,5.234893294,62.81871953,0,1.0,1.0,GEN,24,18,"She said, ""Drink, my lord."" She hurried, and let down her pitcher on her hand, and gave him a drink.",610,1,95.0,2.0,v2,,mac,qwerty,yes,,,,1219,51.20192307692307,60.409956906999994,54.48509975980001,,3.1168526493,4.01515275149,,6.765671050900001,8.30376902836,,,,,,,,,,1,,,,,,,,,,54.9,234,8
611,1718663251.0,,2024-06-17 22:27:30.819082+00:00,122,33.70946683,3.619161365,43.42993638,0,24.59016393,24.59016393,GEN,24,19,"When she had finished giving him a drink, she said, ""I will also draw for your camels, until they have finished drinking.""",611,1,90.90909091,49.18032787,v2,,mac,qwerty,yes,,,,2347,6.009615384615385,57.72444813300001,54.5758561362,,5.575869042300001,4.195264917109999,,11.683703837900001,8.66399335966,,,,,,,,,,1,,,,,,,,,,54.881,234,9
612,1718663285.0,,2024-06-17 22:28:04.549429+00:00,117,21.12681188,5.53798655,66.4558386,0,0.854700855,0.854700855,GEN,24,20,"She hurried, and emptied her pitcher into the trough, and ran again to the well to draw, and drew for all his camels.",612,1,95.65217391,1.709401709,v2,,mac,qwerty,yes,,,,888,64.46314102564102,59.45418474400001,54.74690032840001,,4.6786801683,4.19852092037,,9.658112216800003,8.67050536617,,,,,,,,,,1,,,,,,,,,,54.9,234,10
613,1718663306.0,,2024-06-17 22:28:25.702901+00:00,115,33.65898029,3.416621627,40.99945952,0,20.86956522,18.26086957,GEN,24,21,"The man looked steadfastly at her, remaining silent, to know whether Yahweh had made his journey prosperous or not.",613,1,84.21052632,41.73913043,v2,,mac,qwerty,yes,,,,2397,4.006410256410256,58.084469375000005,54.6704621027,,5.828075396,4.35282772928,,12.177889921800002,9.03129289689,,,,,,,,,,1,,,,,,,,,,54.877,234,11
614,1718663339.0,,2024-06-17 22:28:59.385502+00:00,147,28.7346805,5.115769427,61.38923313,0,2.721088435,2.721088435,GEN,24,22,"As the camels had done drinking, the man took a golden ring of half a shekel weight, and two bracelets for her hands of ten shekels weight of gold,",614,1,100.0,5.442176871,v2,,mac,qwerty,yes,,,,1379,44.79166666666667,58.81345391999999,54.809044600600004,,5.7583038976,4.38003861363,,12.0383469251,9.0857146656,,,,,,,,,,1,,,,,,,,,,54.888,234,12
615,1718663368.0,,2024-06-17 22:29:28.132973+00:00,104,20.23136788,5.140532298,61.68638758,0,5.769230769,5.769230769,GEN,24,23,"and said, ""Whose daughter are you? Please tell me. Is there room in your father's house for us to stay?""",615,1,95.0,11.53846154,v2,,mac,qwerty,yes,,,,1339,46.394230769230774,57.482935218,54.967484320000004,,6.3352269745,4.37362835722,,13.192193079100003,9.0728941528,,,,,,,,,,1,,,,,,,,,,54.899,234,13
616,1718663388.0,,2024-06-17 22:29:48.382458+00:00,90,25.48180029,3.531932555,42.38319065,0,26.66666667,26.66666667,GEN,24,24,"She said to him, ""I am the daughter of Bethuel the son of Milcah, whom she bore to Nahor.""",616,1,100.0,53.33333333,v2,,mac,qwerty,yes,,,,2367,5.208333333333334,55.690225533,54.979830238800005,,9.0018936415,4.64029502392,,18.5255264121,9.6062274861,,,,,,,,,,1,,,,,,,,,,54.879,234,14
617,1718663414.0,,2024-06-17 22:30:13.884616+00:00,85,19.07950933,4.455041192,53.4604943,0,10.58823529,10.58823529,GEN,24,25,"She said moreover to him, ""We have both straw and feed enough, and room to lodge in.""",617,1,100.0,21.17647059,v2,,mac,qwerty,yes,,,,1951,21.875,55.051559100999995,55.1644951669,,9.9451102341,4.71915034979,,20.4119595983,9.76393813795,,,,,,,,,,1,,,,,,,,,,54.876,234,15
618,1718663433.0,,2024-06-17 22:30:32.985246+00:00,45,31.635144,1.422468632,17.06962358,0,20.0,20.0,GEN,24,26,"The man bowed his head, and worshiped Yahweh.",618,1,75.0,40.0,v2,,mac,qwerty,yes,,,,2485,0.4807692307692308,50.707748069999994,54.847698975499995,,11.657340449900001,4.89667843968,,23.836420030000003,10.118994317730001,,,,,,,,,,1,,,,,,,,,,54.815,234,16
619,1718673234.0,2024-07-21 13:53:00,2024-06-18 01:13:53.749767+00:00,211,54.8282935,3.848378028,46.18053633,0,5.687203791,5.687203791,GEN,24,27,"He said, ""Blessed be Yahweh, the God of my master Abraham, who has not forsaken his loving kindness and his truth toward my master. As for me, Yahweh has led me on the way to the house of my master's relatives.""",619,1,95.12195122,11.37440758,v2,,mac,qwerty,yes,,,,2278,8.774038461538462,49.587341959999996,54.855384311899996,,11.613815931000001,4.93946597055,,23.749370992000003,10.20456937945,,2024.0,7.0,2024-07-21,13.0,53.0,6.0,4.0,2.0,1,2024-07-21 13:53:54.828293500,2024.0,7.0,2024-07-21,13.0,53.0,4.0,6.0,2.0,54.801,234,17
620,1718673289.0,2024-07-21 14:48:00,2024-06-18 01:14:48.603767+00:00,66,13.38099067,4.932370229,59.18844275,1,0.0,0.0,GEN,24,28,"The young lady ran, and told her mother's house about these words.",620,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1560,37.5400641025641,49.224314282,54.9834440981,,11.513815931,4.85946597055,,23.549370992,10.04456937945,,2024.0,7.0,2024-07-21,14.0,48.0,5.0,4.0,2.0,1,2024-07-21 14:48:13.380990670,2024.0,7.0,2024-07-21,14.0,48.0,4.0,5.0,2.0,54.808,235,1
621,1718673302.0,2024-07-21 15:02:00,2024-06-18 01:15:02.191618+00:00,87,21.79103738,3.992467109,47.90960531,0,11.49425287,11.49425287,GEN,24,29,"Rebekah had a brother, and his name was Laban. Laban ran out to the man, to the spring.",621,1,88.88888889,22.98850575,v2,,mac,qwerty,yes,,,,2220,11.097756410256409,49.672281175,54.959920794999995,,10.204224825,4.94051019417,,20.93018878,10.20665782678,,2024.0,7.0,2024-07-21,15.0,2.0,1.0,1.0,1.0,1,2024-07-21 15:02:21.791037380,2024.0,7.0,2024-07-21,15.0,2.0,1.0,1.0,1.0,54.797,236,1
622,1718673324.0,2024-07-21 15:24:00,2024-06-18 01:15:24.014591+00:00,229,42.47663783,5.391198825,64.69438591,0,1.746724891,1.746724891,GEN,24,30,"When he saw the ring, and the bracelets on his sister's hands, and when he heard the words of Rebekah his sister, saying, ""This is what the man said to me,"" he came to the man. Behold, he was standing by the camels at the spring.",622,1,95.65217391,3.493449782,v2,,mac,qwerty,yes,,,,1043,58.25320512820513,49.496135906000006,55.0358116474,,10.2934272286,4.94698843209,,21.1085935873,10.21961430262,,2024.0,7.0,2024-07-21,15.0,24.0,3.0,2.0,1.0,1,2024-07-21 15:24:42.476637830,2024.0,7.0,2024-07-21,15.0,24.0,2.0,3.0,1.0,54.813,237,1
623,1718673367.0,2024-07-21 16:06:00,2024-06-18 01:16:06.505795+00:00,124,24.30555229,5.101714971,61.22057965,0,4.838709677,4.838709677,GEN,24,31,"He said, ""Come in, you blessed of Yahweh. Why do you stand outside? For I have prepared the house, and room for the camels.""",623,1,95.83333333,9.677419355,v2,,mac,qwerty,yes,,,,1393,44.230769230769226,51.518247919,55.28087609839999,,8.951211239300001,4.93287552886,,17.902422479800002,10.19138849617,,2024.0,7.0,2024-07-21,16.0,6.0,1.0,1.0,1.0,1,2024-07-21 16:06:24.305552290,2024.0,7.0,2024-07-21,16.0,6.0,1.0,1.0,1.0,54.823,238,1
624,1718673391.0,2024-07-21 16:30:00,2024-06-18 01:16:30.839080+00:00,165,28.18092746,5.855023765,70.26028519,0,1.212121212,1.212121212,GEN,24,32,"The man came into the house, and he unloaded the camels. He gave straw and feed for the camels, and water to wash his feet and the feet of the men who were with him.",624,1,94.28571429,2.424242424,v2,,mac,qwerty,yes,,,,553,77.88461538461539,52.405353125,55.517756444,,8.800314517,4.8768149227999995,,17.600629035100003,10.06411576891,,2024.0,7.0,2024-07-21,16.0,30.0,4.0,3.0,2.0,1,2024-07-21 16:30:28.180927460,2024.0,7.0,2024-07-21,16.0,30.0,3.0,4.0,2.0,54.848,239,1
625,1718673419.0,2024-07-21 16:59:00,2024-06-18 01:16:59.035425+00:00,115,30.28176221,3.79766538,45.57198457,0,9.565217391,9.565217391,GEN,24,33,"Food was set before him to eat, but he said, ""I will not eat until I have told my message."" Laban said, ""Speak on.""",625,1,91.66666667,19.13043478,v2,,mac,qwerty,yes,,,,2296,8.052884615384617,50.793912824,55.4282663554,,9.1799131792,4.95797434309,,18.359826359100005,10.22643460946,,2024.0,7.0,2024-07-21,16.0,59.0,6.0,4.0,2.0,1,2024-07-21 16:59:30.281762210,2024.0,7.0,2024-07-21,16.0,59.0,4.0,6.0,2.0,54.833,240,1
626,1718673449.0,2024-07-21 17:29:00,2024-06-18 01:17:29.344904+00:00,33,8.104175458,4.071975017,48.86370021,0,3.03030303,3.03030303,GEN,24,34,"He said, ""I am Abraham's servant.",626,1,83.33333333,6.060606061,v2,,mac,qwerty,yes,,,,2181,12.660256410256409,51.44196378,55.44949697399999,,6.816276815200001,4.86866014849,,13.6325536322,10.04780622027,,2024.0,7.0,2024-07-21,17.0,29.0,3.0,2.0,1.0,1,2024-07-21 17:29:08.104175458,2024.0,7.0,2024-07-21,17.0,29.0,2.0,3.0,1.0,54.824,241,1
627,1718673457.0,2024-07-21 17:37:00,2024-06-18 01:17:37.475662+00:00,173,32.57618192,5.310628497,63.72754196,1,0.0,0.0,GEN,24,35,"Yahweh has blessed my master greatly. He has become great. Yahweh has given him flocks and herds, silver and gold, male servants and female servants, and camels and donkeys.",627,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1141,54.32692307692307,52.468668546,55.488075016699995,,5.7574532862000005,4.8180272371,,11.514906573200001,9.946540397469999,,2024.0,7.0,2024-07-21,17.0,37.0,4.0,3.0,2.0,1,2024-07-21 17:37:32.576181920,2024.0,7.0,2024-07-21,17.0,37.0,3.0,4.0,2.0,54.838,242,1
