Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
63,1718330519.0,2024-07-21 01:58:00,2024-06-14 02:01:58.634485+00:00,131,26.61223346,4.922548128,59.07057754,1,0.0,0.0,GEN,3,7,"Their eyes were opened, and they both knew that they were naked. They sewed fig leaves together, and made coverings for themselves.",63,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1565,37.33974358974359,64.617514555,,,2.4336162806,,,4.8672325612,,,2024.0,7.0,2024-07-21,1.0,58.0,6.0,4.0,2.0,1,2024-07-21 01:58:26.612233460,2024.0,7.0,2024-07-21,1.0,58.0,4.0,6.0,2.0,61.018,7,57
64,1718331193.0,2024-07-21 13:12:00,2024-06-14 02:13:12.528230+00:00,178,44.96742742,3.9584208,47.5010496,0,0.561797753,0.561797753,GEN,3,8,"They heard Yahweh God's voice walking in the garden in the cool of the day, and the man and his wife hid themselves from the presence of Yahweh God among the trees of the garden.",64,1,97.14285714,1.123595506,v2,,mac,qwerty,yes,,,,2229,10.737179487179487,63.574189866,,,2.1051806713,,,4.2103613426,,,2024.0,7.0,2024-07-21,13.0,12.0,2.0,1.0,1.0,1,2024-07-21 13:12:44.967427420,2024.0,7.0,2024-07-21,13.0,12.0,1.0,2.0,1.0,60.807,8,1
65,1718334178.0,2024-07-21 02:57:00,2024-06-14 03:02:57.652015+00:00,63,17.04496188,3.69610683,44.35328196,0,11.11111111,11.11111111,GEN,3,9,"Yahweh God called to the man, and said to him, ""Where are you?""",65,1,100.0,22.22222222,v2,,mac,qwerty,yes,,,,2328,6.770833333333333,60.130573176,,,3.2162917823,,,6.4325835646,,,2024.0,7.0,2024-07-21,2.0,57.0,6.0,4.0,2.0,1,2024-07-21 02:57:17.044961880,2024.0,7.0,2024-07-21,2.0,57.0,4.0,6.0,2.0,60.554,9,1
66,1718334195.0,2024-07-21 03:14:00,2024-06-14 03:03:14.719191+00:00,105,31.15569408,3.370170464,40.44204557,0,4.761904762,15.23809524,GEN,3,10,"The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; so I hid myself.""",66,1,100.0,25.71428571,v2,,mac,qwerty,yes,,,,2403,3.766025641025641,58.20443362899999,,,3.8026013063,,,7.1290121356,,,2024.0,7.0,2024-07-21,3.0,14.0,2.0,1.0,1.0,1,2024-07-21 03:14:31.155694080,2024.0,7.0,2024-07-21,3.0,14.0,1.0,2.0,1.0,60.249,10,1
67,1718334226.0,2024-07-21 03:45:00,2024-06-14 03:03:45.894964+00:00,112,22.30017679,5.022381708,60.26858049,0,2.678571429,2.678571429,GEN,3,11,"God said, ""Who told you that you were naked? Have you eaten from the tree that I commanded you not to eat from?""",67,1,91.30434783,5.357142857,v2,,mac,qwerty,yes,,,,1474,40.98557692307692,58.508217120999994,,,3.6235310748999994,,,6.770871672699999,,,2024.0,7.0,2024-07-21,3.0,45.0,5.0,4.0,2.0,1,2024-07-21 03:45:22.300176790,2024.0,7.0,2024-07-21,3.0,45.0,4.0,5.0,2.0,60.25,11,1
68,1718334248.0,2024-07-21 04:08:00,2024-06-14 03:04:08.217995+00:00,101,21.04652692,4.798891542,57.5866985,0,3.96039604,3.96039604,GEN,3,12,"The man said, ""The woman whom you gave to be with me, she gave me fruit from the tree, and I ate it.""",68,1,95.65217391,7.920792079,v2,,mac,qwerty,yes,,,,1697,32.05128205128205,57.199379984,,,4.0195706789,,,7.562950880600001,,,2024.0,7.0,2024-07-21,4.0,8.0,1.0,1.0,1.0,1,2024-07-21 04:08:21.046526920,2024.0,7.0,2024-07-21,4.0,8.0,1.0,1.0,1.0,60.21,12,1
69,1718334269.0,2024-07-21 04:29:00,2024-06-14 03:04:29.282236+00:00,105,26.84880263,3.910788927,46.92946712,0,1.904761905,1.904761905,GEN,3,13,"Yahweh God said to the woman, ""What have you done?"" The woman said, ""The serpent deceived me, and I ate.""",69,1,95.0,3.80952381,v2,,mac,qwerty,yes,,,,2249,9.935897435897436,55.255351327999996,,,4.2100468694,,,7.943903261600001,,,2024.0,7.0,2024-07-21,4.0,29.0,3.0,2.0,1.0,1,2024-07-21 04:29:26.848802630,2024.0,7.0,2024-07-21,4.0,29.0,2.0,3.0,1.0,60.018,13,1
70,1718334296.0,2024-07-21 04:56:00,2024-06-14 03:04:56.153074+00:00,210,41.60426492,5.047559437,60.57071324,0,1.428571429,1.428571429,GEN,3,14,"Yahweh God said to the serpent, ""Because you have done this, you are cursed above all livestock, and above every animal of the field. You shall go on your belly and you shall eat dust all the days of your life.",70,1,95.12195122,2.857142857,v2,,mac,qwerty,yes,,,,1441,42.30769230769231,54.048016184000005,,,4.3529040123,,,8.2296175473,,,2024.0,7.0,2024-07-21,4.0,56.0,6.0,4.0,2.0,1,2024-07-21 04:56:41.604264920,2024.0,7.0,2024-07-21,4.0,56.0,4.0,6.0,2.0,60.026,14,1
71,1718334338.0,2024-07-21 05:37:00,2024-06-14 03:05:37.883848+00:00,150,28.92574329,5.185692153,62.22830583,0,2.0,2.0,GEN,3,15,"I will put hostility between you and the woman, and between your offspring and her offspring. He will bruise your head, and you will bruise his heel.""",71,1,92.59259259,4.0,v2,,mac,qwerty,yes,,,,1282,48.67788461538461,53.96584804500001,,,4.2964937559,,,8.1167970345,,,2024.0,7.0,2024-07-21,5.0,37.0,4.0,3.0,2.0,1,2024-07-21 05:37:28.925743290,2024.0,7.0,2024-07-21,5.0,37.0,3.0,4.0,2.0,60.057,15,1
72,1718334367.0,2024-07-21 06:06:00,2024-06-14 03:06:06.828575+00:00,169,32.08838533,5.266703147,63.20043776,1,0.0,0.0,GEN,3,16,"To the woman he said, ""I will greatly multiply your pain in childbirth. You will bear children in pain. Your desire will be for your husband, and he will rule over you.""",72,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1184,52.604166666666664,54.21511576099999,,,3.8883304906,,,7.3004705039,,,2024.0,7.0,2024-07-21,6.0,6.0,1.0,1.0,1.0,1,2024-07-21 06:06:32.088385330,2024.0,7.0,2024-07-21,6.0,6.0,1.0,1.0,1.0,60.101,16,1
73,1718335711.0,,2024-06-14 03:28:30.661329+00:00,259,47.89574071,5.407578966,64.89094759,1,0.0,0.0,GEN,3,17,"To Adam he said, ""Because you have listened to your wife's voice, and have eaten from the tree, about which I commanded you, saying, 'You shall not eat of it,' the ground is cursed for your sake. You will eat from it with much labor all the days of your life.",73,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1023,59.05448717948718,54.797152765999996,,,3.8883304906,,,7.3004705039,,,,,,,,,,,1,,,,,,,,,,60.166,16,2
74,1718335759.0,,2024-06-14 03:29:18.576037+00:00,81,17.62364292,4.596098569,55.15318283,0,3.703703704,3.703703704,GEN,3,18,It will yield thorns and thistles to you; and you will eat the herb of the field.,74,1,88.23529412,7.407407407,v2,,mac,qwerty,yes,,,,1847,26.041666666666668,55.562366089,,,4.2025210857,,,7.928851694,,,,,,,,,,,1,,,,,,,,,,60.098,16,3
75,1718335776.0,,2024-06-14 03:29:36.211338+00:00,155,29.83452783,5.19532271,62.34387252,0,1.290322581,1.290322581,GEN,3,19,"You will eat bread by the sweat of your face until you return to the ground, for you were taken out of it. For you are dust, and you shall return to dust.""",75,1,96.96969697,2.580645161,v2,,mac,qwerty,yes,,,,1270,49.15865384615385,57.361425145,,,3.2204422328,,,5.9646939881000005,,,,,,,,,,,1,,,,,,,,,,60.128,16,4
76,1718335806.0,,2024-06-14 03:30:06.060190+00:00,78,12.11582096,6.437863374,77.25436049,1,0.0,0.0,GEN,3,20,The man called his wife Eve because she would be the mother of all the living.,76,1,100.0,0.0,v2,,mac,qwerty,yes,,,,162,93.54967948717949,61.04265663700001,,,1.6966327087999997,,,3.3932654170999994,,,,,,,,,,,1,,,,,,,,,,60.354,16,5
77,1718335818.0,,2024-06-14 03:30:18.192153+00:00,85,16.06597883,5.290682932,63.48819518,1,0.0,0.0,GEN,3,21,"Yahweh God made garments of animal skins for Adam and for his wife, and clothed them.",77,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1157,53.68589743589743,61.364618106,,,1.4287755659,,,2.8575511314,,,,,,,,,,,1,,,,,,,,,,60.394,16,6
78,1718335834.0,,2024-06-14 03:30:34.271497+00:00,180,42.6951995,4.215930646,50.59116775,0,1.666666667,1.666666667,GEN,3,22,"Yahweh God said, ""Behold, the man has become like one of us, knowing good and evil. Now, lest he reach out his hand, and also take of the tree of life, and eat, and live forever--""",78,1,94.44444444,3.333333333,v2,,mac,qwerty,yes,,,,2098,15.985576923076922,60.665065031,,,1.1994026286,,,2.3988052568000002,,,,,,,,,,,1,,,,,,,,,,60.269,16,7
79,1718335877.0,,2024-06-14 03:31:17.010442+00:00,102,19.61592692,5.199856241,62.39827489,0,1.960784314,1.960784314,GEN,3,23,"Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",79,1,95.0,3.921568627,v2,,mac,qwerty,yes,,,,1264,49.39903846153847,62.211945807999996,,,1.2050048695000002,,,2.4100097385000003,,,,,,,,,,,1,,,,,,,,,,60.296,16,8
80,1718335897.0,,2024-06-14 03:31:36.644188+00:00,164,43.09954771,3.80514434,45.66173208,0,18.29268293,17.07317073,GEN,3,24,"So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.",80,1,94.28571429,36.58536585,v2,,mac,qwerty,yes,,,,2295,8.092948717948719,60.72104769199999,,,2.7694647996,,,5.7828320378,,,,,,,,,,,1,,,,,,,,,,60.113,16,9
81,1718335940.0,,2024-06-14 03:32:19.892418+00:00,117,31.54082079,3.709478608,44.51374329,0,8.547008547,8.547008547,GEN,4,1,"The man knew Eve his wife. She conceived, and gave birth to Cain, and said, ""I have gotten a man with Yahweh's help.""",81,1,91.30434783,17.09401709,v2,,mac,qwerty,yes,,,,2326,6.850961538461539,58.94959143799999,,,3.4241656543000003,,,7.0922337468,,,,,,,,,,,1,,,,,,,,,,59.92,16,10
82,1718335971.0,,2024-06-14 03:32:51.445566+00:00,110,23.316749,4.71763881,56.61166572,0,4.545454545,3.636363636,GEN,4,2,"Again she gave birth, to Cain's brother Abel. Abel was a keeper of sheep, but Cain was a tiller of the ground.",82,1,90.90909091,9.090909091,v2,,mac,qwerty,yes,,,,1759,29.567307692307693,58.29071423399999,,,3.7878020179000003,,,8.001324655900001,,,,,,,,,,,1,,,,,,,,,,59.88,16,11
83,1718335995.0,,2024-06-14 03:33:14.784988+00:00,80,14.48140471,5.524325962,66.29191154,0,2.5,2.5,GEN,4,3,"As time passed, Cain brought an offering to Yahweh from the fruit of the ground.",83,1,93.33333333,5.0,v2,,mac,qwerty,yes,,,,901,63.942307692307686,58.43081062899999,,,4.037802017900001,,,8.501324655900001,,,,,,,,,,,1,,,,,,,,,,59.957,16,12
84,1718336009.0,,2024-06-14 03:33:29.281579+00:00,108,23.77865446,4.541888616,54.5026634,0,6.481481481,6.481481481,GEN,4,4,"Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",84,1,95.0,12.96296296,v2,,mac,qwerty,yes,,,,1884,24.559294871794872,58.36575868600001,,,4.3155797956,,,9.0568802112,,,,,,,,,,,1,,,,,,,,,,59.892,16,13
85,1718336033.0,,2024-06-14 03:33:53.082515+00:00,102,22.58451654,4.51636854,54.19642248,0,12.74509804,11.76470588,GEN,4,5,"but he didn't respect Cain and his offering. Cain was very angry, and the expression on his face fell.",85,1,94.73684211,25.49019608,v2,,mac,qwerty,yes,,,,1903,23.798076923076923,57.551013682,,,5.3630181255,,,11.347835303100002,,,,,,,,,,,1,,,,,,,,,,59.825,16,14
86,1718336056.0,,2024-06-14 03:34:15.684105+00:00,84,17.39743446,4.828298115,57.93957738,0,3.571428571,3.571428571,GEN,4,6,"Yahweh said to Cain, ""Why are you angry? Why has the expression of your face fallen?",86,1,93.75,7.142857143,v2,,mac,qwerty,yes,,,,1669,33.17307692307692,55.619535371,,,5.7201609826,,,12.062121017399999,,,,,,,,,,,1,,,,,,,,,,59.803,16,15
87,1718336073.0,,2024-06-14 03:34:33.099744+00:00,139,29.08914158,4.778415327,57.34098393,0,1.438848921,1.438848921,GEN,4,7,"If you do well, won't it be lifted up? If you don't do well, sin crouches at the door. Its desire is for you, but you are to rule over it.""",87,1,96.77419355,2.877697842,v2,,mac,qwerty,yes,,,,1709,31.570512820512818,55.004814246,,,5.8640458747,,,12.3498908016,,,,,,,,,,,1,,,,,,,,,,59.775,16,16
88,1718336102.0,,2024-06-14 03:35:02.203921+00:00,144,27.48747608,5.238749442,62.86499331,1,0.0,0.0,GEN,4,8,"Cain said to Abel, his brother, ""Let's go into the field."" While they were in the field, Cain rose up against Abel, his brother, and killed him.",88,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1213,51.442307692307686,56.232196802,,,5.697379208,,,12.0165574683,,,,,,,,,,,1,,,,,,,,,,59.81,16,17
89,1718336130.0,,2024-06-14 03:35:29.708061+00:00,102,25.38155646,4.01866608,48.22399296,0,4.901960784,4.901960784,GEN,4,9,"Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",89,1,94.73684211,9.803921569,v2,,mac,qwerty,yes,,,,2208,11.578525641025642,54.814768609,,,5.991496854999999,,,12.6047927625,,,,,,,,,,,1,,,,,,,,,,59.68,16,18
90,1718336155.0,,2024-06-14 03:35:55.125976+00:00,96,23.49201558,4.08649482,49.03793784,0,11.45833333,10.41666667,GEN,4,10,"Yahweh said, ""What have you done? The voice of your brother's blood cries to me from the ground.",90,1,83.33333333,22.91666667,v2,,mac,qwerty,yes,,,,2169,13.141025641025642,55.15238918499999,,,5.325846449,,,11.237922844500002,,,,,,,,,,,1,,,,,,,,,,59.562,16,19
91,1718336179.0,,2024-06-14 03:36:18.758741+00:00,116,23.86247858,4.861188229,58.33425874,0,7.75862069,7.75862069,GEN,4,11,"Now you are cursed because of the ground, which has opened its mouth to receive your brother's blood from your hand.",91,1,95.23809524,15.51724138,v2,,mac,qwerty,yes,,,,1628,34.815705128205124,56.53444073000001,,,5.247007663300001,,,11.080245273500001,,,,,,,,,,,1,,,,,,,,,,59.548,16,20
92,1718336203.0,,2024-06-14 03:36:42.640450+00:00,127,23.46904367,5.411383685,64.93660422,0,1.57480315,1.57480315,GEN,4,12,"From now on, when you till the ground, it won't yield its strength to you. You will be a fugitive and a wanderer in the earth.""",92,1,96.15384615,3.149606299,v2,,mac,qwerty,yes,,,,1020,59.17467948717948,57.36693458,,,5.040851614699999,,,10.486114994300001,,,,,,,,,,,1,,,,,,,,,,59.607,16,21
93,1718336226.0,,2024-06-14 03:37:06.125989+00:00,63,14.29863488,4.406015018,52.87218022,0,1.587301587,1.587301587,GEN,4,13,"Cain said to Yahweh, ""My punishment is greater than I can bear.",93,1,91.66666667,3.174603175,v2,,mac,qwerty,yes,,,,1989,20.352564102564102,56.024961448,,,4.9495817734,,,10.303575311800001,,,,,,,,,,,1,,,,,,,,,,59.534,16,22
94,1718336240.0,,2024-06-14 03:37:20.438618+00:00,187,35.12793296,5.323398909,63.88078691,0,1.069518717,1.069518717,GEN,4,14,"Behold, you have driven me out today from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. Whoever finds me will kill me.""",94,1,94.73684211,2.139037433,v2,,mac,qwerty,yes,,,,1123,55.04807692307693,56.962773799000004,,,4.408385496999999,,,9.2211827591,,,,,,,,,,,1,,,,,,,,,,59.581,16,23
95,1718336276.0,,2024-06-14 03:37:55.572733+00:00,176,43.29775825,4.064875576,48.77850691,0,9.659090909,9.659090909,GEN,4,15,"Yahweh said to him, ""Therefore whoever slays Cain, vengeance will be taken on him sevenfold."" Yahweh appointed a sign for Cain, so that anyone finding him would not strike him.",95,1,86.66666667,19.31818182,v2,,mac,qwerty,yes,,,,2183,12.580128205128204,56.420982242,,,4.1978239999,,,8.603981333099998,,,,,,,,,,,1,,,,,,,,,,59.467,16,24
96,1718336319.0,,2024-06-14 03:38:38.884654+00:00,72,14.83119913,4.854631065,58.25557278,1,0.0,0.0,GEN,4,16,"Cain left Yahweh's presence, and lived in the land of Nod, east of Eden.",96,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1640,34.3349358974359,56.452581782,,,3.8406811428,,,7.8896956188,,,,,,,,,,,1,,,,,,,,,,59.454,16,25
97,1718336334.0,,2024-06-14 03:38:53.729588+00:00,129,39.64085496,3.25421841,39.05062092,0,28.68217054,27.13178295,GEN,4,17,"Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and named the city after the name of his son, Enoch.",97,1,96.15384615,57.36434109,v2,,mac,qwerty,yes,,,,2416,3.245192307692308,54.623545480999994,,,6.4099745457,,,13.3383599436,,,,,,,,,,,1,,,,,,,,,,59.244,16,26
98,1718336373.0,,2024-06-14 03:39:33.385665+00:00,141,40.09013154,3.517075015,42.20490018,0,6.382978723,5.673758865,GEN,4,18,Irad was born to Enoch. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,98,1,82.60869565,12.76595745,v2,,mac,qwerty,yes,,,,2370,5.0881410256410255,52.557536168,,,6.977350432200001,,,14.6149556886,,,,,,,,,,,1,,,,,,,,,,59.07,16,27
99,1718336413.0,,2024-06-14 03:40:13.493718+00:00,101,24.31486083,4.153838292,49.84605951,0,4.95049505,4.95049505,GEN,4,19,"Lamech took two wives: the name of the first one was Adah, and the name of the second one was Zillah.",99,1,85.71428571,9.900990099,v2,,mac,qwerty,yes,,,,2135,14.50320512820513,52.719742823000004,,,6.9822038588,,,14.6246625416,,,,,,,,,,,1,,,,,,,,,,58.977,16,28
100,1718336438.0,,2024-06-14 03:40:37.826006+00:00,92,24.51617517,3.752624517,45.03149421,0,13.04347826,13.04347826,GEN,4,20,"Adah gave birth to Jabal, who was the father of those who dwell in tents and have livestock.",100,1,77.77777778,26.08695652,v2,,mac,qwerty,yes,,,,2317,7.211538461538461,52.31909846,58.8373673179,,7.2448850178,4.42507465497,,14.9416915266,9.33067175385,,,,,,,,,,1,,,,,,,,,,58.837,16,29
101,1718501792.0,,2024-06-16 01:36:31.670963+00:00,85,24.01770246,3.53905625,42.468675,0,32.94117647,32.94117647,GEN,4,21,"His brother's name was Jubal, who was the father of all who handle the harp and pipe.",101,1,94.11764706,65.88235294,v2,,mac,qwerty,yes,,,,2365,5.288461538461538,50.732540086,58.895531872499994,,9.7631405958,4.68305784824,,19.9782026826,9.84663814035,,,,,,,,,,1,,,,,,,,,,58.675,16,30
102,1718501816.0,,2024-06-16 01:36:55.709694+00:00,128,26.51249875,4.82791159,57.93493908,1,0.0,0.0,GEN,4,22,"Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of bronze and iron. Tubal Cain's sister was Naamah.",102,1,100.0,0.0,v2,,mac,qwerty,yes,,,,1670,33.13301282051282,50.032373572,59.05349214379999,,9.6056602808,4.601576366760001,,19.663242052700003,9.68367517735,,,,,,,,,,1,,,,,,,,,,58.668,16,31
103,1718501842.0,,2024-06-16 01:37:22.247041+00:00,169,38.33953846,4.40798212,52.89578544,0,3.550295858,3.550295858,GEN,4,23,"Lamech said to his wives, ""Adah and Zillah, hear my voice. You wives of Lamech, listen to my speech, for I have slain a man for wounding me, a young man for bruising me.",103,1,94.11764706,7.100591716,v2,,mac,qwerty,yes,,,,1986,20.47275641025641,50.034734094,59.219713089799995,,9.8019597079,4.579387017649999,,20.055840906800004,9.63929647911,,,,,,,,,,1,,,,,,,,,,58.612,16,32
104,1718501881.0,,2024-06-16 01:38:00.603355+00:00,71,24.09687763,2.946439829,35.35727795,0,15.49295775,15.49295775,GEN,4,24,"If Cain will be avenged seven times, truly Lamech seventy-seven times.""",104,1,83.33333333,30.98591549,v2,,mac,qwerty,yes,,,,2450,1.8830128205128205,47.182383198000004,59.106737018800004,,11.2443036112,4.68725777162,,22.940528712500004,9.85503798695,,,,,,,,,,1,,,,,,,,,,58.388,16,33
105,1718501905.0,,2024-06-16 01:38:24.717575+00:00,153,32.73826408,4.673430442,56.08116531,0,0.653594771,0.653594771,GEN,4,25,"Adam knew his wife again. She gave birth to a son, and named him Seth, saying, ""for God has given me another child instead of Abel, for Cain killed him.""",105,1,100.0,1.307189542,v2,,mac,qwerty,yes,,,,1794,28.165064102564102,47.912649038,59.359018172000006,,10.3437539974,4.38286934963,,21.139429484700003,9.16222752947,,,,,,,,,,1,,,,,,,,,,58.366,16,34
106,1718501937.0,,2024-06-16 01:38:57.474882+00:00,101,24.76599633,4.078172291,48.93806749,0,6.930693069,6.930693069,GEN,4,26,"A son was also born to Seth, and he named him Enosh. At that time men began to call on Yahweh's name.",106,1,90.90909091,13.86138614,v2,,mac,qwerty,yes,,,,2173,12.980769230769232,46.980898509,59.362142495899995,,11.0368233043,4.41581264396,,22.5255680987,9.22811411814,,,,,,,,,,1,,,,,,,,,,58.277,16,35
